model,engine_power,transmission,age_in_days,km,previous_owners,lat,lon,price
pop,69,manual,4474,56779,2,45.07107925415039,7.464029788970947,4490
lounge,69,manual,2708,160000,1,45.069679260253906,7.704919815063477,4500
lounge,69,automatic,3470,170000,2,45.51459884643555,9.284339904785156,4500
sport,69,manual,3288,132000,2,41.903221130371094,12.495650291442871,4700
sport,69,manual,3712,124490,2,45.53266143798828,9.038920402526855,4790
lounge,69,manual,3684,91000,1,40.7747802734375,14.591919898986816,4900
lounge,69,automatic,4353,90068,1,41.72669982910156,13.00979995727539,4950
pop,69,manual,4414,69000,2,45.05659866333008,9.701760292053223,5290
lounge,69,automatic,4322,117000,1,45.32979965209961,10.126799583435059,5399
lounge,99,manual,4566,78000,1,45.467960357666016,9.181779861450195,5800
lounge,69,manual,3500,121000,2,45.75735855102539,9.7958402633667,5850
lounge,69,manual,3197,51083,2,45.57122039794922,9.159139633178711,5880
lounge,69,manual,2251,87000,2,45.069679260253906,7.704919815063477,5990
pop,69,manual,3774,79000,1,41.450721740722656,12.625020027160645,6300
lounge,69,manual,4018,101156,1,45.350799560546875,11.466090202331543,6499
pop,69,manual,2922,31350,1,43.78451156616211,10.924659729003906,6500
sport,69,manual,2588,71553,1,41.903221130371094,12.495650291442871,6700
lounge,69,manual,2647,50000,2,43.782371520996094,11.254989624023438,6900
lounge,99,automatic,3592,74903,1,45.62813186645508,9.045459747314453,6900
lounge,69,automatic,2922,87000,2,45.558441162109375,12.234600067138672,6900
lounge,69,manual,2070,114000,1,45.536590576171875,10.232040405273438,7000
lounge,69,manual,1096,61197,2,41.903221130371094,12.495650291442871,7100
lounge,69,manual,1096,62214,2,41.903221130371094,12.495650291442871,7100
lounge,69,manual,2527,48000,1,45.49802017211914,9.673330307006836,7200
lounge,69,manual,2251,73453,4,45.06312942504883,7.5767998695373535,7300
lounge,69,manual,1066,59961,2,41.903221130371094,12.495650291442871,7480
lounge,69,manual,1066,59961,2,45.57122039794922,9.159139633178711,7480
sport,69,manual,2739,77149,3,44.75489044189453,8.031900405883789,7800
lounge,69,manual,1096,57000,2,45.467960357666016,9.181779861450195,7900
lounge,69,manual,762,16000,1,40.84014129638672,14.252260208129883,7990
pop,69,manual,1096,27200,1,44.92013931274414,7.844590187072754,7990
lounge,69,manual,1886,55000,1,45.666358947753906,12.241889953613281,8000
lounge,69,manual,1431,54600,2,40.835811614990234,14.504409790039062,8000
lounge,69,manual,578,28000,1,41.903221130371094,12.495650291442871,8299
lounge,69,manual,609,25000,1,41.903221130371094,12.495650291442871,8299
lounge,69,manual,578,19000,1,41.903221130371094,12.495650291442871,8299
pop,69,manual,1521,37500,1,45.53200149536133,9.281530380249023,8490
lounge,69,manual,762,36993,2,41.903221130371094,12.495650291442871,8980
lounge,69,manual,762,36112,2,41.8029899597168,12.598930358886719,8980
lounge,69,manual,762,36993,2,45.57122039794922,9.159139633178711,8980
lounge,69,manual,425,14000,1,41.903221130371094,12.495650291442871,9200
lounge,69,manual,397,16000,1,41.903221130371094,12.495650291442871,9200
pop,69,manual,1127,21365,2,45.61869812011719,8.947460174560547,9300
lounge,69,manual,640,22100,2,45.19940948486328,7.774429798126221,9390
pop,69,manual,366,12929,2,45.556549072265625,9.534469604492188,9400
lounge,69,manual,397,16755,1,45.15171813964844,7.655439853668213,9490
lounge,69,manual,397,16755,1,45.4656982421875,10.720359802246094,9490
lounge,69,manual,456,13215,1,45.53266143798828,9.038920402526855,9490
lounge,69,manual,1370,27512,1,45.62984848022461,9.155119895935059,9490
lounge,69,manual,456,15000,1,40.92258834838867,14.228730201721191,9499
lounge,69,manual,456,15000,1,40.84014129638672,14.252260208129883,9499
lounge,69,manual,456,11998,1,45.4656982421875,10.720359802246094,9590
lounge,69,manual,456,11998,1,44.55339050292969,11.447990417480469,9590
lounge,69,manual,456,11998,1,45.15171813964844,7.655439853668213,9590
lounge,69,manual,790,39528,2,41.903221130371094,12.495650291442871,9600
lounge,69,manual,183,29826,2,45.57122039794922,9.159139633178711,9680
lounge,69,manual,397,12917,1,45.53266143798828,9.038920402526855,9690
lounge,69,manual,456,20941,1,41.903221130371094,12.495650291442871,9700
lounge,69,manual,456,20941,1,45.15171813964844,7.655439853668213,9700
lounge,69,manual,456,20941,1,45.4656982421875,10.720359802246094,9700
sport,69,manual,701,39162,2,45.57122039794922,9.159139633178711,9780
lounge,69,manual,790,19133,1,45.74602127075195,9.049969673156738,9850
lounge,69,manual,456,11511,2,45.436100006103516,8.887869834899902,9890
lounge,69,manual,456,15344,2,45.436100006103516,8.887869834899902,9890
lounge,69,manual,456,17253,2,45.436100006103516,8.887869834899902,9890
lounge,69,manual,548,22609,1,45.695831298828125,9.180390357971191,9900
lounge,69,manual,640,18000,1,41.903221130371094,12.495650291442871,9900
lounge,69,manual,244,14000,2,45.697208404541016,9.845970153808594,9900
lounge,69,manual,762,22020,2,46.07004928588867,11.11925983428955,9900
lounge,69,manual,397,9700,1,45.35152816772461,10.844090461730957,9950
lounge,69,manual,701,17324,2,45.556549072265625,9.534469604492188,9950
pop,69,manual,152,56779,2,44.402618408203125,11.249279975891113,9950
pop,69,manual,152,56779,2,44.15834045410156,10.975560188293457,9950
lounge,69,manual,397,16100,1,41.903221130371094,12.495650291442871,9970
pop,69,manual,397,15000,1,41.903221130371094,12.495650291442871,9970
lounge,69,manual,275,16111,2,45.57122039794922,9.159139633178711,9980
lounge,69,manual,731,12000,2,45.02238845825195,7.586019992828369,9980
lounge,69,manual,397,18324,2,45.436100006103516,8.887869834899902,9990
sport,69,manual,701,56779,2,41.903221130371094,12.495650291442871,10180
lounge,69,manual,487,56779,1,45.40943908691406,11.871709823608398,10500
lounge,69,manual,456,18253,2,45.39360046386719,10.482239723205566,10900
lounge,69,manual,456,21907,2,45.39360046386719,10.482239723205566,10900
pop,69,manual,91,56779,1,44.402618408203125,11.249279975891113,10950
star,69,manual,275,7900,1,45.35152816772461,10.844090461730957,10990
pop,69,manual,397,8700,1,45.35152816772461,10.844090461730957,10990
pop,69,manual,670,9000,2,44.988739013671875,9.010499954223633,11090
pop,69,manual,640,24300,1,45.3125,10.008020401000977,11200
pop,69,manual,640,16300,1,45.3125,10.008020401000977,11600
lounge,69,automatic,366,12610,2,45.556549072265625,9.534469604492188,11850
lounge,69,manual,91,56779,2,45.55812072753906,9.21360969543457,11890
lounge,69,automatic,366,10000,1,45.666358947753906,12.241889953613281,11900
lounge,69,manual,762,26000,2,41.903221130371094,12.495650291442871,11970
pop,69,automatic,275,4981,2,40.7522087097168,14.453410148620605,12279
sport,69,manual,91,56779,1,44.402618408203125,11.249279975891113,12450
sport,69,manual,91,56779,2,44.15834045410156,10.975560188293457,12450
lounge,69,automatic,91,56779,2,41.68928146362305,13.254940032958984,12890
pop,69,manual,1217,47983,1,45.06312942504883,7.5767998695373535,12900
pop,69,manual,91,56779,1,45.58087921142578,12.369370460510254,15900
lounge,69,manual,4596,259000,2,45.027099609375,12.22085952758789,2890
sport,101,automatic,4719,182000,2,41.00551986694336,15.072779655456543,3250
lounge,69,automatic,4292,190000,1,41.903221130371094,12.495650291442871,3300
pop,69,manual,3957,151000,1,43.5505485534668,11.588330268859863,3400
pop,69,manual,4627,148000,1,45.372161865234375,9.18871021270752,3500
lounge,69,manual,4383,82000,2,45.467960357666016,9.181779861450195,3500
pop,99,manual,4658,165000,2,45.58409118652344,9.270959854125977,3600
lounge,69,manual,4414,149000,1,45.851661682128906,9.39186954498291,3600
sport,69,manual,4077,151000,2,45.71549987792969,9.208219528198242,3650
sport,99,manual,4169,106500,1,44.4103889465332,8.938980102539062,3700
pop,69,manual,4535,125000,2,45.37080001831055,10.023200035095215,3750
sport,99,manual,4414,190000,1,41.903221130371094,12.495650291442871,3800
lounge,99,manual,4414,115000,2,44.9044303894043,8.199939727783203,3900
pop,69,manual,3774,139000,2,45.069679260253906,7.704919815063477,3900
pop,69,manual,3804,110000,1,45.776588439941406,12.047300338745117,3900
lounge,69,manual,4414,149326,2,45.81071090698242,9.087149620056152,3900
sport,69,manual,3288,160012,4,45.14113998413086,9.10807991027832,3900
pop,69,manual,4322,151500,1,43.544498443603516,11.040300369262695,3900
lounge,69,manual,3774,124000,2,44.4103889465332,8.938980102539062,3900
pop,69,automatic,2527,82000,1,41.76905059814453,12.662810325622559,3950
pop,69,manual,4383,107600,1,44.63998031616211,8.644689559936523,3950
sport,69,manual,4200,145900,2,45.13652038574219,7.771669864654541,3950
pop,69,manual,4566,173960,2,46.1634407043457,10.353529930114746,3990
lounge,69,manual,4230,93000,1,43.61669921875,12.816699981689453,3999
lounge,69,manual,3470,87900,1,44.03533172607422,10.139490127563477,4000
pop,69,manual,4566,140000,1,45.65016174316406,9.20518970489502,4000
sport,99,manual,4658,123000,2,44.4103889465332,8.938980102539062,4000
lounge,69,manual,3774,85000,2,44.2943000793457,9.674440383911133,4000
sport,99,manual,4108,129000,2,45.16025161743164,9.137539863586426,4000
pop,99,manual,4383,127000,2,46.30955123901367,9.384129524230957,4000
pop,69,manual,4383,129800,1,45.08150100708008,8.135370254516602,4090
pop,69,manual,4139,136000,1,41.114261627197266,16.48571014404297,4100
pop,69,manual,4322,126000,2,45.165409088134766,10.792420387268066,4150
lounge,69,manual,3470,150000,1,41.903221130371094,12.495650291442871,4200
sport,99,manual,4627,164000,2,45.70170974731445,9.604700088500977,4200
lounge,69,manual,4474,165000,1,45.65658950805664,9.721229553222656,4200
pop,69,manual,4200,145994,1,42.9539794921875,12.004449844360352,4200
sport,101,manual,4658,142228,2,45.503299713134766,11.417840003967285,4200
pop,69,manual,4230,156000,3,45.67483901977539,9.687859535217285,4250
sport,69,manual,4077,124000,1,41.152061462402344,15.083089828491211,4250
pop,69,manual,4322,145430,1,40.83258819580078,14.845890045166016,4300
lounge,69,manual,4230,117000,1,45.5896110534668,9.203949928283691,4300
lounge,69,manual,4139,157000,1,45.40964126586914,12.005359649658203,4300
pop,69,manual,4353,104000,1,45.63330841064453,9.587340354919434,4300
pop,69,manual,4230,155000,1,41.903221130371094,12.495650291442871,4399
sport,69,manual,4474,92397,1,44.95832061767578,7.5128397941589355,4400
lounge,69,manual,4322,110000,1,45.058021545410156,9.549630165100098,4400
sport,69,manual,3623,185000,1,45.03771,12.21641,4400
sport,99,manual,4322,128000,1,45.069679260253906,7.704919815063477,4400
lounge,69,manual,3927,180000,1,45.9599609375,12.507940292358398,4400
sport,69,manual,4353,110443,3,45.06312942504883,7.5767998695373535,4450
lounge,69,manual,4535,124000,1,45.069679260253906,7.704919815063477,4450
pop,69,manual,4018,115000,1,41.903221130371094,12.495650291442871,4490
pop,101,manual,4414,129000,1,45.53316879272461,10.376959800720215,4490
pop,69,manual,4414,119000,1,45.501338958740234,9.02571964263916,4490
pop,69,manual,4230,88000,1,43.979393005371094,12.478236198425293,4490
sport,69,manual,3835,129892,2,45.069679260253906,7.704919815063477,4490
lounge,101,manual,4658,135000,2,40.835811614990234,14.504409790039062,4490
pop,69,manual,4474,138000,2,44.929840087890625,9.017000198364258,4490
lounge,69,manual,3804,149900,2,43.75939178466797,10.880620002746582,4490
lounge,69,manual,3865,155000,2,43.86867141723633,10.813209533691406,4499
pop,69,manual,4383,170000,2,37.60639953613281,15.1419095993042,4500
pop,69,manual,4383,90000,1,45.501338958740234,9.02571964263916,4500
lounge,69,manual,3927,156000,2,41.9963493347168,12.723440170288086,4500
lounge,69,manual,4139,123105,2,45.65016174316406,9.20518970489502,4500
lounge,69,automatic,4230,145815,1,43.881378173828125,10.235260009765625,4500
lounge,69,manual,3804,114000,1,45.606971740722656,9.629229545593262,4500
sport,69,manual,4108,146692,1,45.51919937133789,9.70479965209961,4500
lounge,69,manual,4049,158000,1,40.94717025756836,14.372540473937988,4500
pop,69,manual,4443,113000,1,40.9994010925293,14.152549743652344,4500
sport,69,manual,4139,79709,1,41.903221130371094,12.495650291442871,4500
lounge,69,automatic,4169,137000,1,45.81071090698242,9.087149620056152,4500
sport,99,manual,4566,155151,2,45.536590576171875,10.232040405273438,4500
lounge,84,manual,2769,128000,1,43.81578826904297,7.77584981918335,4500
pop,69,manual,3653,81000,2,45.467960357666016,9.181779861450195,4500
sport,69,manual,4322,103387,2,44.4103889465332,8.938980102539062,4500
pop,69,manual,4200,131000,2,45.03190994262695,9.241109848022461,4500
lounge,99,manual,4658,143000,2,45.069679260253906,7.704919815063477,4500
pop,69,manual,4018,99999,1,46.36450958251953,11.035550117492676,4500
sport,69,manual,4322,95000,1,40.92850112915039,14.203669548034668,4500
lounge,101,manual,3835,112000,1,45.8456916809082,8.6668701171875,4600
lounge,69,manual,3258,139700,1,45.591670989990234,10.153779983520508,4600
lounge,84,manual,2769,128000,1,43.81578826904297,7.77584981918335,4500
pop,69,manual,3653,81000,2,45.467960357666016,9.181779861450195,4500
sport,69,manual,4322,103387,2,44.4103889465332,8.938980102539062,4500
pop,69,manual,4200,131000,2,45.03190994262695,9.241109848022461,4500
lounge,99,manual,4658,143000,2,45.069679260253906,7.704919815063477,4500
pop,69,manual,4018,99999,1,46.36450958251953,11.035550117492676,4500
sport,69,manual,4322,95000,1,40.92850112915039,14.203669548034668,4500
lounge,101,manual,3835,112000,1,45.8456916809082,8.6668701171875,4600
lounge,69,manual,3258,139700,1,45.591670989990234,10.153779983520508,4600
lounge,84,manual,3347,138000,2,45.53200149536133,9.281530380249023,4600
lounge,101,manual,4322,170000,2,45.55812072753906,9.21360969543457,4600
pop,69,manual,3835,115000,1,38.48971939086914,15.973919868469238,4600
lounge,69,manual,4200,164000,2,43.111358642578125,12.383919715881348,4650
lounge,69,manual,4383,125000,2,40.835811614990234,14.504409790039062,4690
lounge,69,manual,4200,97000,2,45.40943908691406,11.871709823608398,4700
lounge,69,manual,3531,159200,2,45.23830032348633,11.752240180969238,4700
lounge,69,manual,3013,220034,2,45.43687057495117,12.131600379943848,4700
lounge,69,manual,3684,107304,1,45.454158782958984,9.388779640197754,4700
pop,69,manual,4443,110000,2,43.52069854736328,13.238080024719238,4700
lounge,69,manual,4261,153584,2,44.3719596862793,12.031149864196777,4750
pop,69,manual,4292,178000,1,43.37266159057617,13.219809532165527,4800
sport,69,manual,4443,126500,1,45.574031829833984,10.526920318603516,4800
pop,99,manual,3439,150000,2,45.548221588134766,9.186090469360352,4800
lounge,99,manual,4535,120000,2,44.4103889465332,8.938980102539062,4800
pop,69,manual,3409,120000,2,44.94935989379883,7.636569976806641,4800
lounge,69,manual,4322,137000,1,42.766090393066406,11.117250442504883,4800
lounge,69,automatic,3653,112100,1,45.63045883178711,9.274069786071777,4850
pop,69,manual,4353,137500,2,44.8383903503418,11.619440078735352,4890
lounge,69,automatic,3804,154000,2,42.080509185791016,12.400309562683105,4900
lounge,69,manual,4383,134114,2,45.81626892089844,8.248129844665527,4900
sport,69,manual,4322,120000,1,45.03968811035156,11.789959907531738,4900
lounge,69,manual,3988,115557,2,41.903221130371094,12.495650291442871,4900
pop,69,manual,4474,114000,2,44.643131256103516,10.934060096740723,4900
lounge,99,manual,4322,187160,1,45.45331954956055,10.409669876098633,4900
sport,99,manual,4443,90000,1,45.59627914428711,8.954930305480957,4900
lounge,69,manual,3835,97350,2,45.67852020263672,9.114620208740234,4900
lounge,69,manual,3258,120000,1,45.62813186645508,9.045459747314453,4900
pop,69,manual,3684,116000,2,45.000701904296875,7.682270050048828,4900
pop,69,manual,4566,110969,2,44.643131256103516,10.934060096740723,4900
lounge,69,manual,3227,142000,2,44.2943000793457,9.674440383911133,4900
lounge,69,manual,4169,81900,2,45.44327163696289,10.230210304260254,4900
pop,69,manual,4596,88000,2,45.47121810913086,7.945320129394531,4900
pop,69,manual,3896,60000,1,45.62141036987305,12.45398998260498,4900
lounge,69,manual,3197,139000,1,45.467960357666016,9.181779861450195,4900
sport,101,manual,4596,97000,1,44.69559097290039,10.641249656677246,4900
lounge,69,manual,4018,80000,2,42.42094039916992,12.109820365905762,4900
lounge,84,manual,3347,123000,1,45.467960357666016,9.181779861450195,4900
sport,69,manual,3684,160000,2,45.40547180175781,10.278289794921875,4900
sport,101,manual,3896,157000,2,45.165409088134766,10.792420387268066,4900
lounge,69,manual,3562,125551,2,45.57223129272461,9.421950340270996,4900
lounge,69,manual,4505,81000,1,45.467960357666016,9.181779861450195,4900
lounge,69,manual,4139,114000,1,41.15193176269531,16.416719436645508,4900
pop,69,manual,4049,163000,1,45.66228103637695,9.63129997253418,4900
pop,69,manual,3623,136000,2,45.58345031738281,9.488249778747559,4900
lounge,69,manual,4474,130000,2,45.59859848022461,9.164039611816406,4900
pop,69,manual,4322,132848,2,45.63243103027344,8.888850212097168,4900
lounge,69,manual,4474,89000,2,45.51148986816406,10.114720344543457,4900
lounge,99,manual,4018,126000,1,45.70724868774414,11.47760009765625,4900
pop,69,manual,4566,140000,1,42.717350006103516,12.10457992553711,4900
lounge,69,manual,3957,111000,2,43.85586929321289,10.567410469055176,4900
lounge,69,manual,4139,114000,1,41.15193176269531,16.416719436645508,4900
pop,69,manual,4049,163000,1,45.66228103637695,9.63129997253418,4900
pop,69,manual,3623,136000,2,45.58345031738281,9.488249778747559,4900
lounge,69,manual,4474,130000,2,45.59859848022461,9.164039611816406,4900
pop,69,manual,4322,132848,2,45.63243103027344,8.888850212097168,4900
lounge,69,manual,4474,89000,2,45.51148986816406,10.114720344543457,4900
lounge,99,manual,4018,126000,1,45.70724868774414,11.47760009765625,4900
pop,69,manual,4566,140000,1,42.717350006103516,12.10457992553711,4900
lounge,69,manual,3957,111000,2,43.85586929321289,10.567410469055176,4900
pop,69,manual,4322,132850,1,45.725730895996094,8.635490417480469,4900
pop,69,manual,3957,148700,2,43.61848831176758,13.508979797363281,4900
pop,69,manual,3957,148700,2,41.12586975097656,16.86665916442871,4900
pop,69,manual,3957,148700,2,41.12586975097656,16.86665916442871,4900
pop,84,manual,3013,120000,1,45.069679260253906,7.704919815063477,4900
pop,69,manual,4077,125000,2,43.758079528808594,11.184659957885742,4900
lounge,99,manual,3865,96000,2,45.67472839355469,8.739899635314941,4900
pop,69,manual,4169,100000,2,37.51087188720703,13.079710006713867,4900
pop,69,manual,3743,128963,2,45.7646484375,8.994500160217285,4900
lounge,69,manual,3774,115000,2,44.4103889465332,8.938980102539062,4900
pop,69,manual,4535,101256,2,38.42675018310547,15.89861011505127,4900
lounge,69,manual,3653,85000,1,45.606971740722656,9.629229545593262,4990
pop,69,manual,3896,88296,1,43.33272171020508,11.719329833984375,4990
lounge,69,manual,3684,119000,1,44.102020263671875,9.820240020751953,4990
lounge,84,manual,3470,110000,2,40.835811614990234,14.504409790039062,4990
sport,101,manual,3439,147448,2,45.320011138916016,10.578590393066406,4990
lounge,69,manual,3957,136000,1,41.152061462402344,15.083089828491211,4990
sport,69,manual,4596,115000,1,45.783668518066406,8.967240333557129,4999
pop,69,manual,3988,95000,3,46.02119064331055,9.238750457763672,4999
lounge,69,manual,3592,129000,2,41.903221130371094,12.495650291442871,4999
lounge,69,manual,4200,110000,1,41.903221130371094,12.495650291442871,4999
sport,99,manual,4414,104269,2,40.40106964111328,15.592869758605957,4999
lounge,69,manual,4292,112400,1,45.70610046386719,11.80737018585205,5000
lounge,69,manual,4292,65000,1,44.58037185668945,10.731550216674805,5000
sport,69,manual,4474,184000,1,43.8820686340332,11.100350379943848,5000
pop,69,manual,3623,119800,2,45.44013977050781,10.689800262451172,5000
lounge,69,manual,4230,124000,2,45.534080505371094,10.144610404968262,5000
pop,69,manual,4474,56000,1,40.96757125854492,14.2079496383667,5000
pop,69,manual,4261,119000,1,45.61186981201172,8.85474967956543,5000
lounge,69,manual,4474,113000,1,45.467960357666016,9.181779861450195,5000
sport,69,manual,4353,132000,2,44.055419921875,12.570039749145508,5000
sport,69,manual,4658,100000,1,42.717350006103516,12.10457992553711,5000
lounge,84,manual,3319,161000,1,41.265769958496094,15.894920349121094,5000
lounge,69,automatic,4108,90000,2,45.783668518066406,8.967240333557129,5000
lounge,69,manual,4049,130000,3,38.42675018310547,15.89861011505127,5000
lounge,69,manual,4230,157345,2,45.930721282958984,12.729069709777832,5000
lounge,99,automatic,4230,115000,2,44.43400955200195,10.406539916992188,5000
lounge,69,automatic,3865,152837,1,45.06888961791992,9.266180038452148,5000
sport,99,manual,4443,158000,1,44.055419921875,12.570039749145508,5000
lounge,69,manual,3988,135000,2,45.63404083251953,10.194869995117188,5050
lounge,69,manual,4474,55900,1,43.93788146972656,12.711130142211914,5100
pop,69,manual,3835,156000,1,41.319889068603516,16.279199600219727,5100
lounge,69,manual,3865,104238,2,43.467830657958984,11.143449783325195,5100
pop,69,manual,4383,129600,1,46.004150390625,8.30167007446289,5100
sport,69,automatic,4139,75000,1,44.97993850708008,11.979439735412598,5100
lounge,69,manual,3988,92000,2,44.443519592285156,11.479880332946777,5100
sport,99,manual,3896,120000,2,44.2943000793457,9.674440383911133,5100
sport,99,manual,4443,92000,1,45.467960357666016,9.181779861450195,5199
pop,69,automatic,548,82000,1,45.43830108642578,10.991700172424316,5200
sport,69,manual,4353,119000,1,45.0472412109375,9.128809928894043,5200
lounge,69,manual,3197,93986,1,45.737510681152344,7.320720195770264,5200
sport,69,manual,2313,125000,1,45.851661682128906,9.39186954498291,5200
pop,69,manual,4535,66416,2,44.236080169677734,9.723910331726074,5200
lounge,69,manual,4474,61200,1,45.77690887451172,8.886119842529297,5200
lounge,84,manual,3227,128000,1,44.4782600402832,11.009570121765137,5200
lounge,69,manual,3835,100000,1,45.40547180175781,10.278289794921875,5200
lounge,69,manual,2800,150000,2,45.577781677246094,9.026339530944824,5200
sport,69,manual,3712,115280,1,45.069679260253906,7.704919815063477,5200
lounge,69,manual,3347,111629,2,44.236080169677734,9.723910331726074,5200
lounge,69,manual,4200,108852,1,45.069679260253906,7.704919815063477,5200
lounge,69,manual,3835,100000,1,44.717838287353516,8.287130355834961,5200
lounge,69,automatic,3957,110000,1,41.450721740722656,12.625020027160645,5200
pop,69,manual,4139,113000,1,45.74502182006836,9.61596965789795,5200
lounge,69,manual,4108,138000,1,45.5501708984375,12.071880340576172,5200
pop,69,manual,3804,92000,1,45.05659866333008,9.701760292053223,5200
lounge,69,manual,3684,104000,1,44.4103889465332,8.938980102539062,5200
lounge,69,manual,3835,124000,2,45.695228576660156,9.669509887695312,5200
pop,69,manual,4292,122900,1,43.49468994140625,13.081609725952148,5200
sport,99,manual,4200,112500,1,46.78165054321289,11.687529563903809,5200
lounge,69,manual,4230,138000,2,43.623329162597656,11.463540077209473,5200
lounge,69,manual,4535,41500,1,45.069679260253906,7.704919815063477,5290
lounge,84,manual,3500,97000,1,41.77008056640625,12.227109909057617,5290
lounge,69,manual,3653,122649,2,44.643131256103516,10.934060096740723,5300
sport,99,manual,4292,78000,1,45.73822021484375,11.550100326538086,5300
pop,69,manual,3927,123000,1,42.17026901245117,12.59807014465332,5300
pop,69,manual,4077,79890,1,45.700599670410156,9.208419799804688,5300
lounge,69,automatic,3623,97000,2,45.467960357666016,9.181779861450195,5300
pop,101,manual,4077,70555,2,41.903221130371094,12.495650291442871,5300
lounge,69,manual,4261,104000,1,43.95988845825195,10.22819995880127,5300
lounge,69,manual,4108,91801,1,45.07133102416992,7.515940189361572,5300
sport,99,manual,4627,101000,1,45.21854019165039,12.278389930725098,5300
lounge,69,manual,3531,118000,2,43.67036819458008,10.58292007446289,5300
sport,69,manual,3258,120000,2,45.94429016113281,9.127670288085938,5300
lounge,69,manual,4292,124000,1,41.903221130371094,12.495650291442871,5300
lounge,69,manual,4383,122500,2,45.873451232910156,11.947270393371582,5300
lounge,84,manual,3500,94000,2,43.111358642578125,12.383919715881348,5300
lounge,69,manual,4108,119000,2,42.81499099731445,10.32472038269043,5300
pop,84,manual,3105,148000,2,44.90724182128906,8.611559867858887,5300
lounge,99,manual,4658,131300,2,44.11574935913086,12.33926010131836,5300
pop,69,manual,3865,120500,1,44.102020263671875,9.820240020751953,5300
sport,69,manual,4169,83861,1,45.70109939575195,9.289250373840332,5300
lounge,69,manual,4077,168000,2,44.65456008911133,10.782389640808105,5350
lounge,69,manual,3804,87000,2,45.548221588134766,9.186090469360352,5399
sport,69,manual,3957,144000,2,45.25823974609375,10.73567008972168,5399
sport,69,manual,3653,82500,1,44.512428283691406,11.128379821777344,5400
sport,69,manual,4414,177000,1,46.49528121948242,11.353460311889648,5400
lounge,69,manual,3347,133000,2,41.299560546875,13.03258991241455,5400
sport,69,manual,4353,77457,3,44.988739013671875,9.010499954223633,5400
lounge,69,manual,4474,143900,2,44.643131256103516,10.934060096740723,5400
lounge,69,manual,3258,136200,2,43.8820686340332,11.100350379943848,5400
lounge,69,manual,3288,128000,1,41.450721740722656,12.625020027160645,5400
lounge,69,manual,3319,161674,1,45.733741760253906,11.524709701538086,5400
lounge,69,manual,3166,98000,1,45.490631103515625,9.294730186462402,5400
lounge,69,manual,4292,97000,1,44.68560028076172,8.889610290527344,5400
lounge,69,manual,2982,124900,1,45.51205062866211,10.427009582519531,5450
lounge,69,manual,4627,158222,1,42.32231903076172,12.053770065307617,5450
pop,69,manual,4566,86000,2,45.069679260253906,7.704919815063477,5450
sport,69,manual,3743,68833,2,44.92488098144531,7.330989837646484,5490
sport,69,manual,3957,38000,1,45.58409118652344,9.270959854125977,5490
lounge,69,manual,4018,83000,2,45.8306884765625,12.033340454101562,5490
sport,69,manual,4353,140100,1,46.169368743896484,9.751649856567383,5490
pop,69,manual,3500,105026,2,40.357948303222656,18.168010711669922,5490
lounge,69,manual,4049,135000,2,41.903221130371094,12.495650291442871,5490
sport,84,manual,3074,79000,2,43.86867141723633,10.813209533691406,5499
lounge,69,automatic,4230,149000,2,45.783668518066406,8.967240333557129,5499
lounge,69,manual,4443,154000,1,40.54890823364258,16.22886085510254,5500
lounge,69,manual,3865,95350,1,41.903221130371094,12.495650291442871,5500
sport,101,manual,4049,137142,1,45.467960357666016,9.181779861450195,5500
lounge,69,manual,4169,231873,2,41.22254943847656,16.065959930419922,5500
pop,69,manual,2588,88000,2,43.8820686340332,11.100350379943848,5500
lounge,69,manual,3562,96490,1,41.21628189086914,14.526639938354492,5500
sport,69,manual,4474,90000,1,43.92198181152344,8.103630065917969,5500
lounge,69,manual,3957,145000,2,40.013851165771484,18.158649444580078,5500
lounge,101,manual,4596,121000,2,43.06753158569336,12.551549911499023,5500
lounge,69,manual,3684,110000,2,45.596500396728516,10.108750343322754,5500
lounge,69,manual,3409,99556,1,45.5997200012207,8.753620147705078,5500
lounge,69,manual,4474,55976,2,45.610050201416016,9.242340087890625,5500
lounge,69,manual,4200,134717,1,44.102020263671875,9.820240020751953,5500
lounge,69,manual,3470,113344,1,41.00379943847656,16.872940063476562,5500
pop,69,automatic,3712,130000,1,45.81050109863281,8.964739799499512,5500
lounge,99,manual,4566,96000,1,44.325889587402344,10.837559700012207,5500
